ability	source_sheet	trial	subject	value
Low ability	Ptrust_1	10	2	0.8498286519999999
Low ability	Ptrust_1	10	3	0.7835596811111111
Low ability	Ptrust_1	10	4	0.6864742166666667
Low ability	Ptrust_1	10	5	0.7657960375555556
Low ability	Ptrust_1	10	6	0.8417852444444445
Low ability	Ptrust_1	10	7	0.7264857557777779
Low ability	Ptrust_1	10	8	0.8865241442222223
Low ability	Ptrust_1	10	9	0.8379126315555556
Low ability	Ptrust_1	10	10	0.8553896666666666
Low ability	Ptrust_1	10	11	0.9271375924444444
Low ability	Ptrust_1	10	12	0.8140452833333334
Low ability	Ptrust_1	10	13	0.7845071833333334
Low ability	Ptrust_1	10	14	0.9073278026666666
Low ability	Ptrust_1	10	15	0.8136813606666666
Low ability	Ptrust_1	10	16	0.8221172055555556
Low ability	Ptrust_1	10	17	0.7255734133333333
Low ability	Ptrust_1	10	18	0.7466033606666667
Low ability	Ptrust_1	10	19	0.7631125302222223
Low ability	Ptrust_1	10	20	0.7127482553333334
Low ability	Ptrust_1	10	21	0.7042915437777779
Low ability	Ptrust_1	10	22	0.7264452373333334
Low ability	Ptrust_1	10	23	0.6991818631111112
Low ability	Ptrust_1	10	24	0.7071977066666667
Low ability	Ptrust_1	10	25	0.7603267651111111
Low ability	Ptrust_1	10	26	0.6793661744444445
Low ability	Ptrust_1	10	27	0.7064823339999999
Low ability	Ptrust_1	10	29	0.7810786756460905
Low ability	Ptrust_1	11	1	0.8387282324444444
Low ability	Ptrust_1	11	2	0.8512714148888888
Low ability	Ptrust_1	11	3	0.7780274344444443
Low ability	Ptrust_1	11	4	0.6985499062222221
Low ability	Ptrust_1	11	5	0.7950385137777777
Low ability	Ptrust_1	11	6	0.8573145371111112
Low ability	Ptrust_1	11	7	0.7398423564444444
Low ability	Ptrust_1	11	8	0.901697576
Low ability	Ptrust_1	11	9	0.8401328751111111
Low ability	Ptrust_1	11	10	0.8904526993333333
Low ability	Ptrust_1	11	11	0.9294203373333333
Low ability	Ptrust_1	11	12	0.8205794211111112
Low ability	Ptrust_1	11	13	0.7814707764444444
Low ability	Ptrust_1	11	14	0.9122955524444444
Low ability	Ptrust_1	11	15	0.8392671846666667
Low ability	Ptrust_1	11	16	0.8349200535555555
Low ability	Ptrust_1	11	17	0.7442043344444444
Low ability	Ptrust_1	11	18	0.7782797742222222
Low ability	Ptrust_1	11	19	0.7750526762222223
Low ability	Ptrust_1	11	20	0.7357164297777778
Low ability	Ptrust_1	11	21	0.7373392455555555
Low ability	Ptrust_1	11	22	0.7446728046666667
Low ability	Ptrust_1	11	23	0.7509172206666667
Low ability	Ptrust_1	11	24	0.7092633515555556
Low ability	Ptrust_1	11	25	0.7742726922222222
Low ability	Ptrust_1	11	26	0.7010544222222223
Low ability	Ptrust_1	11	27	0.7284507826666666
Low ability	Ptrust_1	11	29	0.795860466872428
Low ability	Ptrust_1	12	1	0.8344039128888889
Low ability	Ptrust_1	12	2	0.8515536395555555
Low ability	Ptrust_1	12	3	0.7801633964444444
Low ability	Ptrust_1	12	4	0.7139854513333334
Low ability	Ptrust_1	12	5	0.7900395106666666
Low ability	Ptrust_1	12	6	0.8592161044444443
Low ability	Ptrust_1	12	7	0.7370705855555556
Low ability	Ptrust_1	12	8	0.9035614155555555
Low ability	Ptrust_1	12	9	0.8405631497777778
Low ability	Ptrust_1	12	10	0.8938942482222222
Low ability	Ptrust_1	12	11	0.929500883111111
Low ability	Ptrust_1	12	12	0.822173919111111
Low ability	Ptrust_1	12	13	0.7888705786666667
Low ability	Ptrust_1	12	14	0.9140159864444444
Low ability	Ptrust_1	12	15	0.8488992397777778
Low ability	Ptrust_1	12	16	0.8229558153333333
Low ability	Ptrust_1	12	17	0.7273587155555555
Low ability	Ptrust_1	12	18	0.7682336879999999
Low ability	Ptrust_1	12	19	0.7578772637777779
Low ability	Ptrust_1	12	20	0.7181469557777778
Low ability	Ptrust_1	12	21	0.736747173111111
Low ability	Ptrust_1	12	22	0.7395897291111111
Low ability	Ptrust_1	12	23	0.7624434773333334
Low ability	Ptrust_1	12	24	0.7076982151111112
Low ability	Ptrust_1	12	25	0.78708086
Low ability	Ptrust_1	12	26	0.7024415226666667
Low ability	Ptrust_1	12	27	0.719157345111111
Low ability	Ptrust_1	12	29	0.7947275104609053
Low ability	Ptrust_1	13	1	0.842822912
Low ability	Ptrust_1	13	2	0.8540166337777778
Low ability	Ptrust_1	13	3	0.7976170495555556
Low ability	Ptrust_1	13	4	0.7277822293333333
Low ability	Ptrust_1	13	5	0.8232265128888888
Low ability	Ptrust_1	13	6	0.8681914051111111
Low ability	Ptrust_1	13	7	0.7459148773333334
Low ability	Ptrust_1	13	8	0.9071726739999999
Low ability	Ptrust_1	13	9	0.8423866744444445
Low ability	Ptrust_1	13	10	0.8957997195555555
Low ability	Ptrust_1	13	11	0.9308633384444445
Low ability	Ptrust_1	13	12	0.8172401497777777
Low ability	Ptrust_1	13	13	0.7944705893333333
Low ability	Ptrust_1	13	14	0.9191508731111111
Low ability	Ptrust_1	13	15	0.851748336
Low ability	Ptrust_1	13	16	0.8408735362222223
Low ability	Ptrust_1	13	17	0.7429941504444445
Low ability	Ptrust_1	13	18	0.7822254531111111
Low ability	Ptrust_1	13	19	0.7740153417777779
Low ability	Ptrust_1	13	20	0.7452698091111111
Low ability	Ptrust_1	13	21	0.7741725068888888
Low ability	Ptrust_1	13	22	0.7611409882222221
Low ability	Ptrust_1	13	23	0.7800017411111111
Low ability	Ptrust_1	13	24	0.7306148886666667
Low ability	Ptrust_1	13	25	0.804735786888889
Low ability	Ptrust_1	13	26	0.7401102051111111
Low ability	Ptrust_1	13	27	0.723585371111111
Low ability	Ptrust_1	13	29	0.8080793982716048
Low ability	Ptrust_1	14	1	0.8555005202222222
Low ability	Ptrust_1	14	2	0.8520835253333333
Low ability	Ptrust_1	14	3	0.8034366297777779
Low ability	Ptrust_1	14	4	0.7056540331111112
Low ability	Ptrust_1	14	5	0.7843717764444444
Low ability	Ptrust_1	14	6	0.8527344373333333
Low ability	Ptrust_1	14	7	0.7342546664444445
Low ability	Ptrust_1	14	8	0.8919142022222221
Low ability	Ptrust_1	14	9	0.8436177024444445
Low ability	Ptrust_1	14	10	0.8623285137777779
Low ability	Ptrust_1	14	11	0.9244844768888888
Low ability	Ptrust_1	14	12	0.7997667697777776
Low ability	Ptrust_1	14	13	0.7978916413333333
Low ability	Ptrust_1	14	14	0.9144625944444443
Low ability	Ptrust_1	14	15	0.819690641111111
Low ability	Ptrust_1	14	16	0.8288446762222224
Low ability	Ptrust_1	14	17	0.7393707311111112
Low ability	Ptrust_1	14	18	0.769593526
Low ability	Ptrust_1	14	19	0.7743466244444445
Low ability	Ptrust_1	14	20	0.712930046888889
Low ability	Ptrust_1	14	21	0.7477379399999999
Low ability	Ptrust_1	14	22	0.7353393602222221
Low ability	Ptrust_1	14	23	0.7358172428888888
Low ability	Ptrust_1	14	24	0.7291106037777778
Low ability	Ptrust_1	14	25	0.7841242095555557
Low ability	Ptrust_1	14	26	0.7230376353333333
Low ability	Ptrust_1	14	27	0.6972375079999998
Low ability	Ptrust_1	14	29	0.7933215642633745
Low ability	Ptrust_1	15	1	0.8626741277777779
Low ability	Ptrust_1	15	2	0.8493343795555556
Low ability	Ptrust_1	15	3	0.8083107957777779
Low ability	Ptrust_1	15	4	0.6925205686666667
Low ability	Ptrust_1	15	5	0.7579696213333333
Low ability	Ptrust_1	15	6	0.8428002131111111
Low ability	Ptrust_1	15	7	0.7423692599999999
Low ability	Ptrust_1	15	8	0.8778333244444444
Low ability	Ptrust_1	15	9	0.8408085788888888
Low ability	Ptrust_1	15	10	0.8439089800000001
Low ability	Ptrust_1	15	11	0.923019131111111
Low ability	Ptrust_1	15	12	0.7779115602222221
Low ability	Ptrust_1	15	13	0.7849627762222222
Low ability	Ptrust_1	15	14	0.9060820117777778
Low ability	Ptrust_1	15	15	0.7938502722222222
Low ability	Ptrust_1	15	16	0.8189198391111111
Low ability	Ptrust_1	15	17	0.7202172453333334
Low ability	Ptrust_1	15	18	0.7427953137777777
Low ability	Ptrust_1	15	19	0.7592051704444445
Low ability	Ptrust_1	15	20	0.6793683102222222
Low ability	Ptrust_1	15	21	0.7285876684444444
Low ability	Ptrust_1	15	22	0.6923400279999999
Low ability	Ptrust_1	15	23	0.6903818068888888
Low ability	Ptrust_1	15	24	0.7260579397777778
Low ability	Ptrust_1	15	25	0.752279786
Low ability	Ptrust_1	15	26	0.7039549128888889
Low ability	Ptrust_1	15	27	0.6772529597777778
Low ability	Ptrust_1	15	29	0.7776191326584363
Low ability	Ptrust_1	16	1	0.8602424293333334
Low ability	Ptrust_1	16	2	0.8471211684444443
Low ability	Ptrust_1	16	3	0.7993166240000001
Low ability	Ptrust_1	16	4	0.6810088966666666
Low ability	Ptrust_1	16	5	0.7478923562222222
Low ability	Ptrust_1	16	6	0.823204232888889
Low ability	Ptrust_1	16	7	0.7478775373333333
Low ability	Ptrust_1	16	8	0.8746693135555555
Low ability	Ptrust_1	16	9	0.8389023906666666
Low ability	Ptrust_1	16	10	0.8234657362222223
Low ability	Ptrust_1	16	11	0.9212341808888889
Low ability	Ptrust_1	16	12	0.7842792715555554
