ability	source_sheet	trial	subject	value
Low ability	ppk_1	19	10	0.4848895870888889
Low ability	ppk_1	19	11	0.5062693672888888
Low ability	ppk_1	19	12	0.4710476429333334
Low ability	ppk_1	19	13	0.9010133824444444
Low ability	ppk_1	19	14	0.7136851304444445
Low ability	ppk_1	19	15	0.6642795231777777
Low ability	ppk_1	19	16	0.5363616700444446
Low ability	ppk_1	19	17	0.6606112714
Low ability	ppk_1	19	18	0.5978307426888888
Low ability	ppk_1	19	19	0.8852101944444444
Low ability	ppk_1	19	20	0.7943306020444445
Low ability	ppk_1	19	21	0.8222572499333333
Low ability	ppk_1	19	22	0.7565695544222223
Low ability	ppk_1	19	23	0.6399792469333333
Low ability	ppk_1	19	24	0.7886046843555555
Low ability	ppk_1	19	25	0.6330194281555556
Low ability	ppk_1	19	26	0.8197884293555555
Low ability	ppk_1	19	27	0.5045262871777777
Low ability	ppk_1	20	1	0.7966315285777777
Low ability	ppk_1	20	2	0.7601067358
Low ability	ppk_1	20	3	0.7565072804
Low ability	ppk_1	20	4	0.7749356369777778
Low ability	ppk_1	20	5	0.7770768339333333
Low ability	ppk_1	20	6	0.7084549359333333
Low ability	ppk_1	20	7	0.6648392060888889
Low ability	ppk_1	20	8	0.6006919257333334
Low ability	ppk_1	20	9	0.7056074684444443
Low ability	ppk_1	20	10	0.7380094112444445
Low ability	ppk_1	20	11	0.4887747933777778
Low ability	ppk_1	20	12	0.6618374965111111
Low ability	ppk_1	20	13	0.9837320111111111
Low ability	ppk_1	20	14	0.7754449307333333
Low ability	ppk_1	20	15	0.9133151084444444
Low ability	ppk_1	20	16	0.7172634883111111
Low ability	ppk_1	20	17	0.5984542334
Low ability	ppk_1	20	18	0.6884945369555555
Low ability	ppk_1	20	19	0.9827938155555556
Low ability	ppk_1	20	20	0.7483422738222222
Low ability	ppk_1	20	21	0.6211975222666667
Low ability	ppk_1	20	22	0.7734214420222223
Low ability	ppk_1	20	23	0.41394410155555555
Low ability	ppk_1	20	24	0.8070576270444444
Low ability	ppk_1	20	25	0.40439200906666667
Low ability	ppk_1	20	26	0.6548741524666666
Low ability	ppk_1	20	27	0.5280442025111111
Low ability	ppk_1	21	1	0.9505318264444443
Low ability	ppk_1	21	2	0.7698686375777778
Low ability	ppk_1	21	3	0.5905553266444444
Low ability	ppk_1	21	4	0.5899342428666666
Low ability	ppk_1	21	5	0.6555866914666667
Low ability	ppk_1	21	6	0.726324825911111
Low ability	ppk_1	21	7	0.7844074728444445
Low ability	ppk_1	21	8	0.7377964682
Low ability	ppk_1	21	9	0.5543524082666665
Low ability	ppk_1	21	10	0.9698312002222224
Low ability	ppk_1	21	11	0.44104002960000005
Low ability	ppk_1	21	12	0.8962750439999999
Low ability	ppk_1	21	13	0.9981012757777777
Low ability	ppk_1	21	14	0.6130467965999999
Low ability	ppk_1	21	15	0.7898273608444445
Low ability	ppk_1	21	16	0.9258195136444445
Low ability	ppk_1	21	17	0.5320267316222221
Low ability	ppk_1	21	18	0.6940842299555555
Low ability	ppk_1	21	19	0.8009275132666667
Low ability	ppk_1	21	20	0.5123352315777777
Low ability	ppk_1	21	21	0.7049693314444445
Low ability	ppk_1	21	22	0.7199483406888888
Low ability	ppk_1	21	23	0.4575437266222222
Low ability	ppk_1	21	24	0.7973498841555555
Low ability	ppk_1	21	25	0.4555869754
Low ability	ppk_1	21	26	0.7501486784444444
Low ability	ppk_1	21	27	0.4688059964222222
Low ability	ppk_1	22	1	0.9852544879999999
Low ability	ppk_1	22	2	0.9603826655555555
Low ability	ppk_1	22	3	0.3572114535777778
Low ability	ppk_1	22	4	0.5321888553333334
Low ability	ppk_1	22	5	0.5921427328666667
Low ability	ppk_1	22	6	0.7331233894666666
Low ability	ppk_1	22	7	0.6287262946000001
Low ability	ppk_1	22	8	0.9334186395555556
Low ability	ppk_1	22	9	0.31237844675555554
Low ability	ppk_1	22	10	0.6862996967111111
Low ability	ppk_1	22	11	0.6030687512888889
Low ability	ppk_1	22	12	0.9735376544444444
Low ability	ppk_1	22	13	0.8284038828666667
Low ability	ppk_1	22	14	0.5371731634888889
Low ability	ppk_1	22	15	0.5586066802444445
Low ability	ppk_1	22	16	0.7659762431333332
